id,external_id,dedupe_key,project_id,sort_index,title,status,start_date,due_date,completed_date,priority,created_at,updated_at
2e9d9b13-82f5-423c-9c66-362e7398d572,,7dn53q,bb30eeea-95b2-403b-9009-6be9d6b53000,27,Add troubleshooting entry: AI provider failed or timed out,todo,,,,medium,2026-03-07T10:42:41.155805+00:00,2026-03-07T10:42:41.155805+00:00
70dafa13-0741-4e98-9f8c-a2886f6375db,,uldnxw,bb30eeea-95b2-403b-9009-6be9d6b53000,28,Add troubleshooting entry: nothing saved to project,todo,,,,medium,2026-03-07T10:42:41.776524+00:00,2026-03-07T10:42:41.776524+00:00
b5f8ce29-1d22-4fec-8498-495a9814054c,,gtt4ep,bb30eeea-95b2-403b-9009-6be9d6b53000,29,Add troubleshooting entry: permission not granted error,todo,,,,medium,2026-03-07T10:42:42.422923+00:00,2026-03-07T10:42:42.422923+00:00
7e20cb1d-c4cd-4897-ad97-b02f78c193f9,,s8d3k9,bb30eeea-95b2-403b-9009-6be9d6b53000,30,Add troubleshooting entry: extension not responding,todo,,,,medium,2026-03-07T10:42:42.935351+00:00,2026-03-07T10:42:42.935351+00:00
6dad6f39-9d8f-4c3c-8ea5-43e88be485d7,,j8cu5r,bb30eeea-95b2-403b-9009-6be9d6b53000,31,Create actionable step-by-step deployment plan for user manual,todo,,,,high,2026-03-07T10:42:25.948141+00:00,2026-03-07T10:42:25.948141+00:00
43bbdc4d-094a-4c57-8e4f-6c7d24448591,,an8nkg,bb30eeea-95b2-403b-9009-6be9d6b53000,32,Create 3 manual versions: Quick Start + Full Manual + Troubleshooting,todo,,,,high,2026-03-07T10:42:32.221584+00:00,2026-03-07T10:42:32.221584+00:00
c9689d0e-6ccf-4405-b6fb-9e2ef8e7417d,,ub51y8,bb30eeea-95b2-403b-9009-6be9d6b53000,33,Structure documentation into 3 layers for different user needs,todo,,,,medium,2026-03-07T10:42:32.792923+00:00,2026-03-07T10:42:32.792923+00:00
3716d6d4-d545-4f9c-99d5-00ef0f06540d,,ypqsr8,bb30eeea-95b2-403b-9009-6be9d6b53000,34,Extract Quick Start and Troubleshooting from existing manual content,todo,,,,high,2026-03-07T10:42:43.55069+00:00,2026-03-07T10:42:43.55069+00:00
e20e93b3-f3c3-415a-8c42-cc0e834a0c6f,,fx5feq,bb30eeea-95b2-403b-9009-6be9d6b53000,35,Extract 1-page Quick Start from full manual,todo,,,,high,2026-03-07T10:43:04.944675+00:00,2026-03-07T10:43:04.944675+00:00
26228b58-90e6-4137-a6f5-7466d4b83eba,,e52w7z,bb30eeea-95b2-403b-9009-6be9d6b53000,36,Extract Troubleshooting page from full manual,todo,,,,high,2026-03-07T10:43:05.565802+00:00,2026-03-07T10:43:05.565802+00:00
cb6c08de-5184-4b51-bb4a-b106710c210a,,fgqgjo,bb30eeea-95b2-403b-9009-6be9d6b53000,37,Polish Quick Start and Troubleshooting into launch-ready pages,todo,,,,high,2026-03-07T10:43:06.032879+00:00,2026-03-07T10:43:06.032879+00:00
f85004d2-0bab-47d8-a2c4-a4e00c671b9b,,hvyfhc,bb30eeea-95b2-403b-9009-6be9d6b53000,38,Design onboarding flow for new users and beta testers,todo,,,,high,2026-03-07T10:42:28.084875+00:00,2026-03-07T10:42:28.084875+00:00
31497d50-4c20-437c-978a-eadadf55d797,,5muo4s,bb30eeea-95b2-403b-9009-6be9d6b53000,39,Build support section with answers and troubleshooting training,todo,,,,medium,2026-03-07T10:42:28.719522+00:00,2026-03-07T10:42:28.719522+00:00
13162244-afff-4777-9855-34fb0fc7afaf,,fdfghv,bb30eeea-95b2-403b-9009-6be9d6b53000,40,Create sales enablement section showing product value and credibility,todo,,,,medium,2026-03-07T10:42:29.290216+00:00,2026-03-07T10:42:29.290216+00:00
3818c369-8f69-4a5f-9d2a-3843c3afdf04,,7z4y5t,bb30eeea-95b2-403b-9009-6be9d6b53000,41,Enforce product discipline: align dev work to single spec document,todo,,,,medium,2026-03-07T10:42:29.90062+00:00,2026-03-07T10:42:29.90062+00:00
65b7a10d-49f8-4537-b306-168049e3183a,,iv47wc,bb30eeea-95b2-403b-9009-6be9d6b53000,42,Script 2 flagship demo walkthroughs based on user manual,todo,,,,high,2026-03-07T10:42:44.775773+00:00,2026-03-07T10:42:44.775773+00:00
0c96c60e-f04c-4b15-b7eb-7e6218b836d9,,skusud,bb30eeea-95b2-403b-9009-6be9d6b53000,43,Plan two demo recordings: WhatsApp Extension and Email Triage,todo,,,,high,2026-03-07T10:42:45.36133+00:00,2026-03-07T10:42:45.36133+00:00
094b49b2-75fe-4aa2-bd76-9d87ef111153,,vl1l89,bb30eeea-95b2-403b-9009-6be9d6b53000,44,Script Demo 1: WhatsApp Chrome Extension flagship walkthrough,todo,,,,high,2026-03-07T10:42:45.861977+00:00,2026-03-07T10:42:45.861977+00:00
9af4a750-a235-4ec1-8889-9d8d1d74baf4,,rdw7sz,bb30eeea-95b2-403b-9009-6be9d6b53000,45,Demo 1 step: preview WhatsApp transcript in extension,todo,,,,medium,2026-03-07T10:42:46.418099+00:00,2026-03-07T10:42:46.418099+00:00
8b84efa8-b281-4819-ac22-ad1af626cf75,,eeiujb,bb30eeea-95b2-403b-9009-6be9d6b53000,46,Demo 1 step: run AI analysis showing evidence-based output,todo,,,,medium,2026-03-07T10:42:46.998536+00:00,2026-03-07T10:42:46.998536+00:00
a8cf4b79-4537-4515-aa8b-58b6b41b6f3d,,xs84za,bb30eeea-95b2-403b-9009-6be9d6b53000,47,Demo 1 step: confirm transcript checkbox and send to VantoOS,todo,,,,medium,2026-03-07T10:42:47.609095+00:00,2026-03-07T10:42:47.609095+00:00
72c3a54f-06f8-4a35-86a6-b8fbc12b3fa6,,xlz2dt,bb30eeea-95b2-403b-9009-6be9d6b53000,48,Demo 1 step: show data arriving in Plan Notes with extracted actions,todo,,,,medium,2026-03-07T10:42:48.123689+00:00,2026-03-07T10:42:48.123689+00:00
f8dd6eda-1ccf-4f91-8626-84f8bafabe7f,,thpt4k,bb30eeea-95b2-403b-9009-6be9d6b53000,49,Demo 1 step: open Plan page to show created tasks,todo,,,,medium,2026-03-07T10:42:48.729561+00:00,2026-03-07T10:42:48.729561+00:00
c70178fc-0d4a-46fd-9804-7fed940569c8,,wd739v,bb30eeea-95b2-403b-9009-6be9d6b53000,50,Script Demo 2: Email flagship walkthrough,todo,,,,high,2026-03-07T10:42:49.383835+00:00,2026-03-07T10:42:49.383835+00:00
4e8231b1-e204-4249-9d2b-c45e5e57153b,,dh51gr,bb30eeea-95b2-403b-9009-6be9d6b53000,51,Demo 2 step: connect Gmail account,todo,,,,medium,2026-03-07T10:42:49.957978+00:00,2026-03-07T10:42:49.957978+00:00
b301197c-999d-4e1e-ae35-00e2db525f6b,,1z4wgr,bb30eeea-95b2-403b-9009-6be9d6b53000,52,Demo 2 step: triage email with AI categorization,todo,,,,medium,2026-03-07T10:42:50.49192+00:00,2026-03-07T10:42:50.49192+00:00
8ba40ea2-db62-49ea-bfce-54b7c9d8af84,,j4ngle,bb30eeea-95b2-403b-9009-6be9d6b53000,53,Demo 2 step: convert email to task or reminder or meeting,todo,,,,medium,2026-03-07T10:42:51.036812+00:00,2026-03-07T10:42:51.036812+00:00
5e553cbe-b591-4114-8802-9f9d58d1b849,,d0n4uh,bb30eeea-95b2-403b-9009-6be9d6b53000,54,Demo 2 step: save email actions to Plan and Projects,todo,,,,medium,2026-03-07T10:42:51.492642+00:00,2026-03-07T10:42:51.492642+00:00
d8bf96c5-2042-4cc3-9811-5b22b2c750ad,,u9tgvm,bb30eeea-95b2-403b-9009-6be9d6b53000,55,Demo 2 step: show weekly report and email analytics,todo,,,,medium,2026-03-07T10:42:52.054321+00:00,2026-03-07T10:42:52.054321+00:00
2bde1324-facf-493b-b015-2c7011d0d24e,,sq3mul,bb30eeea-95b2-403b-9009-6be9d6b53000,56,Use manual headings as chapter outline for demo video,todo,,,,medium,2026-03-07T10:42:52.599068+00:00,2026-03-07T10:42:52.599068+00:00
c3c914e8-3157-4427-97ef-3841f0bb69b1,,b6bp4w,bb30eeea-95b2-403b-9009-6be9d6b53000,57,Implement in-app help system so users never leave the product,todo,,,,high,2026-03-07T10:42:53.85797+00:00,2026-03-07T10:42:53.85797+00:00
fd02afbc-6931-42d2-8ccf-f51d881b3505,,qtsdia,bb30eeea-95b2-403b-9009-6be9d6b53000,58,Embed user manual content inside the app as contextual help,todo,,,,high,2026-03-07T10:42:54.478647+00:00,2026-03-07T10:42:54.478647+00:00
2714fd06-d9f5-4825-8ab4-4f6c6e7b3eba,,3g6ltw,bb30eeea-95b2-403b-9009-6be9d6b53000,59,Plan implementation of in-app help links and tooltips,todo,,,,medium,2026-03-07T10:42:54.975096+00:00,2026-03-07T10:42:54.975096+00:00
cf879e05-0b19-49fc-864a-3a1b2cb38269,,xfnd7f,bb30eeea-95b2-403b-9009-6be9d6b53000,60,Add Help link in app navigation that opens user manual,todo,,,,high,2026-03-07T10:42:55.513648+00:00,2026-03-07T10:42:55.513648+00:00
cb7f839b-9e81-49fd-92ce-9be5ef3aecc8,,we67mi,bb30eeea-95b2-403b-9009-6be9d6b53000,61,Add contextual tooltip help icons to each app module,todo,,,,medium,2026-03-07T10:42:56.106193+00:00,2026-03-07T10:42:56.106193+00:00
fa97a1e1-d049-49e2-af67-d7bbea5cc28e,,efqkaf,bb30eeea-95b2-403b-9009-6be9d6b53000,62,Add tooltip linking Plan module to Plan help section,todo,,,,low,2026-03-07T10:42:56.625393+00:00,2026-03-07T10:42:56.625393+00:00
2e78b495-3f53-4767-9760-c7f5975c74a7,,ykuxkz,bb30eeea-95b2-403b-9009-6be9d6b53000,63,Add tooltip linking Email module to Email help section,todo,,,,low,2026-03-07T10:42:57.234697+00:00,2026-03-07T10:42:57.234697+00:00
3c5e1dbf-71ca-4e3e-8292-cef3ea5bf2e4,,frq5wr,bb30eeea-95b2-403b-9009-6be9d6b53000,64,Add tooltip linking Settings to Settings help section,todo,,,,low,2026-03-07T10:42:57.739174+00:00,2026-03-07T10:42:57.739174+00:00
a5024f5b-380a-4f06-afcc-36ff1bcaf21e,,rhuk8i,bb30eeea-95b2-403b-9009-6be9d6b53000,65,Add tooltip linking Chrome Extension to extension help section,todo,,,,low,2026-03-07T10:42:58.360276+00:00,2026-03-07T10:42:58.360276+00:00
5fc97c00-a3e9-4dc6-a98b-bfab2e51dc2b,,ahshe9,bb30eeea-95b2-403b-9009-6be9d6b53000,66,Instruct Lovable to integrate manual as in-app help with section links,todo,,,,medium,2026-03-07T10:42:58.899115+00:00,2026-03-07T10:42:58.899115+00:00
4e4e2e83-1f43-4e09-afaf-2a62821e975d,,og4z6q,bb30eeea-95b2-403b-9009-6be9d6b53000,67,Use user manual to control and align all development decisions,todo,,,,medium,2026-03-07T10:43:00.098947+00:00,2026-03-07T10:43:00.098947+00:00
7550541e-1ec4-434d-8d87-651daff8417a,,f9qxa,bb30eeea-95b2-403b-9009-6be9d6b53000,68,Establish rule: update manual before updating code for any change,todo,,,,medium,2026-03-07T10:43:00.714079+00:00,2026-03-07T10:43:00.714079+00:00
e9b651ed-f2fb-4b99-aa29-8d95ff698ca8,,aitz54,bb30eeea-95b2-403b-9009-6be9d6b53000,69,Define release rule: feature not in manual means not released,todo,,,,medium,2026-03-07T10:43:01.255553+00:00,2026-03-07T10:43:01.255553+00:00
72db28ee-ef23-4961-aa06-1ea5457201db,,xn0nv2,bb30eeea-95b2-403b-9009-6be9d6b53000,70,Enforce policy: if UI diverges from manual it is treated as a bug,todo,,,,medium,2026-03-07T10:43:01.858492+00:00,2026-03-07T10:43:01.858492+00:00
42503a54-2ef1-4aea-9f59-7b6f73238b29,,giwuih,bb30eeea-95b2-403b-9009-6be9d6b53000,71,Enforce policy: UI must match manual or file bug report,todo,,,,medium,2026-03-07T10:43:02.445432+00:00,2026-03-07T10:43:02.445432+00:00
22d244ea-d920-44b6-b6bd-638078aedc7f,,ag99gc,bb30eeea-95b2-403b-9009-6be9d6b53000,72,Create Manual vs UI checklist and test each section,todo,,,,high,2026-03-07T10:43:03.06526+00:00,2026-03-07T10:43:03.06526+00:00
bc003730-5621-4613-9b48-6427b10273c4,,pzn6sh,bb30eeea-95b2-403b-9009-6be9d6b53000,73,Prepare presentation for South African leaders on VantoOS,todo,,,,medium,2026-03-03T07:12:07.188212+00:00,2026-03-03T07:12:07.188212+00:00
07efd39d-18f6-4013-8c16-7d0376824f53,,pulntg,bb30eeea-95b2-403b-9009-6be9d6b53000,74,Create list of 20 prominent SA leaders for product presentation,todo,,,,medium,2026-03-03T07:12:06.197432+00:00,2026-03-03T07:12:06.197432+00:00
27136497-016a-4ee5-8048-f10ef9ad4c66,,gecjfx,bb30eeea-95b2-403b-9009-6be9d6b53000,75,Outline step-by-step next actions for launch readiness,todo,,,,medium,2026-03-07T10:42:31.658695+00:00,2026-03-07T10:42:31.658695+00:00
681a8a6e-a8c6-43f8-a539-bf07665f64e0,,5b65sv,bb30eeea-95b2-403b-9009-6be9d6b53000,76,Set daily momentum challenge: focus on clarity over new features,todo,,,,low,2026-03-07T10:43:06.647602+00:00,2026-03-07T10:43:06.647602+00:00
687a0445-3a34-4602-9715-6cb875ad2b5b,,ogmmym,bb30eeea-95b2-403b-9009-6be9d6b53000,77,Define today mission: Quick Start + Troubleshooting extraction,done,,,2026-03-08,medium,2026-03-07T10:43:04.329936+00:00,2026-03-07T10:43:04.329936+00:00
eb95e726-cec3-4f25-b6d4-955a39f446a2,,e4skgb,bb30eeea-95b2-403b-9009-6be9d6b53000,78,Pause new feature development and focus on documentation,done,,,2026-03-07,medium,2026-03-07T10:43:07.174647+00:00,2026-03-07T10:47:50.052052+00:00
7db70e70-3fa5-4579-82af-5461e28bee21,,nyi0gx,bb30eeea-95b2-403b-9009-6be9d6b53000,79,Finalize Quick Start and Troubleshooting to transition from project to product,todo,,,,high,2026-03-07T10:43:07.655096+00:00,2026-03-07T10:43:07.655096+00:00
363436bf-bb02-43cf-ac01-8591e89138d1,,xt3c1d,bb30eeea-95b2-403b-9009-6be9d6b53000,80,Review and clean up separator placeholder tasks,done,,,2026-03-08,low,2026-03-07T10:42:31.128924+00:00,2026-03-07T10:42:31.128924+00:00
35e98c25-6e34-411f-8535-5405ea5ab9b7,,xt3c1d,bb30eeea-95b2-403b-9009-6be9d6b53000,81,Review and clean up separator placeholder tasks (2),done,,,2026-03-08,low,2026-03-07T10:42:44.151798+00:00,2026-03-07T10:42:44.151798+00:00
9d9bee54-cc43-41de-82d2-34d8cfd69297,,xt3c1d,bb30eeea-95b2-403b-9009-6be9d6b53000,82,Review and clean up separator placeholder tasks (3),done,,,2026-03-08,low,2026-03-07T10:42:53.233079+00:00,2026-03-07T10:42:53.233079+00:00
a02eea22-8971-4bbe-aedf-a4a77788bdfa,,xt3c1d,bb30eeea-95b2-403b-9009-6be9d6b53000,83,Review and clean up separator placeholder tasks (4),done,,,2026-03-08,low,2026-03-07T10:42:59.487657+00:00,2026-03-07T10:42:59.487657+00:00
8b167a96-0722-4507-8e34-b5a728a2a5e5,,xt3c1d,bb30eeea-95b2-403b-9009-6be9d6b53000,84,Review and clean up separator placeholder tasks (5),done,,,2026-03-08,low,2026-03-07T10:43:03.685752+00:00,2026-03-07T10:43:03.685752+00:00
,EDS-NEW-001,,bb30eeea-95b2-403b-9009-6be9d6b53000,85,Write privacy policy and data handling statement,todo,,,,high,,
,EDS-NEW-002,,bb30eeea-95b2-403b-9009-6be9d6b53000,86,Write terms of service for beta testers,todo,,,,high,,
,EDS-NEW-003,,bb30eeea-95b2-403b-9009-6be9d6b53000,87,Create POPIA/GDPR compliance checklist for launch,todo,,,,high,,
,EDS-NEW-004,,bb30eeea-95b2-403b-9009-6be9d6b53000,88,Set up error monitoring and crash reporting for production,todo,,,,high,,
,EDS-NEW-005,,bb30eeea-95b2-403b-9009-6be9d6b53000,89,Perform end-to-end QA on all core flows before launch,todo,,,,critical,,
,EDS-NEW-006,,bb30eeea-95b2-403b-9009-6be9d6b53000,90,Test Chrome Extension on Chrome and Edge browsers,todo,,,,high,,
,EDS-NEW-007,,bb30eeea-95b2-403b-9009-6be9d6b53000,91,Test Gmail integration with 3 different account types,todo,,,,high,,
,EDS-NEW-008,,bb30eeea-95b2-403b-9009-6be9d6b53000,92,Test mobile responsiveness on iOS Safari and Android Chrome,todo,,,,medium,,
,EDS-NEW-009,,bb30eeea-95b2-403b-9009-6be9d6b53000,93,Create beta tester feedback form and collection process,todo,,,,high,,
,EDS-NEW-010,,bb30eeea-95b2-403b-9009-6be9d6b53000,94,Draft launch announcement email for first 50 beta testers,todo,,,,medium,,
,EDS-NEW-011,,bb30eeea-95b2-403b-9009-6be9d6b53000,95,Set up analytics to track key user engagement metrics,todo,,,,high,,
,EDS-NEW-012,,bb30eeea-95b2-403b-9009-6be9d6b53000,96,Record 3-minute WhatsApp Extension demo video,todo,,,,high,,
,EDS-NEW-013,,bb30eeea-95b2-403b-9009-6be9d6b53000,97,Record 3-minute Email Triage demo video,todo,,,,high,,
,EDS-NEW-014,,bb30eeea-95b2-403b-9009-6be9d6b53000,98,Create landing page with product overview and demo videos,todo,,,,high,,
,EDS-NEW-015,,bb30eeea-95b2-403b-9009-6be9d6b53000,99,Publish Chrome Extension to Chrome Web Store,todo,,,,critical,,
,EDS-NEW-016,,bb30eeea-95b2-403b-9009-6be9d6b53000,100,Set up automated database backups for production,todo,,,,high,,
,EDS-NEW-017,,bb30eeea-95b2-403b-9009-6be9d6b53000,101,Create investor FAQ document addressing common questions,todo,,,,medium,,
,EDS-NEW-018,,bb30eeea-95b2-403b-9009-6be9d6b53000,102,Define success metrics and KPIs for first 90 days post-launch,todo,,,,high,,
,EDS-NEW-019,,bb30eeea-95b2-403b-9009-6be9d6b53000,103,Set up customer support email and response SLA,todo,,,,medium,,
,EDS-NEW-020,,bb30eeea-95b2-403b-9009-6be9d6b53000,104,Create go-to-market timeline with weekly milestones,todo,,,,high,,
